25,96,1,serving
25,98,1,tsp
25,99,1,serving
25,100,1,c
25,101,1,tsp
25,102,1,serving
26,0,2,tbsp
26,39,1,tbsp
26,60,1,serving
26,103,1,serving
26,104,2,tbsp
26,105,1,serving
26,106,1,serving
27,2,1,tsp
27,3,1,serving
27,43,1,serving
27,107,1,serving
27,108,1,serving
28,40,1,serving
28,56,1,lb
28,57,1,pkg
28,59,1,medium
28,60,1,serving
28,109,1,serving
28,110,1,c
29,1,1,c
29,13,1,tbsp
29,27,2,tbsp
29,30,1,serving
29,111,1,serving
29,112,3,tbsp
30,42,1,serving
30,77,1,serving
30,113,1,serving
30,114,1,serving
30,115,1,qt
30,116,1,serving
30,117,1,serving
30,118,1,lb
30,119,1,lb
31,92,2,tbsp
31,120,1,pkg
31,122,2,tbsp
32,4,1,stick
32,123,2,cans
32,124,1,box
32,125,1,c
33,13,1,tsp
33,24,1,c
33,82,1,serving
33,126,3,c
34,60,1,medium
34,127,1,box
34,128,1,can
34,129,1,serving
35,74,1,c
35,130,1,serving
35,131,1,c
36,9,16,oz
36,24,6,oz
36,71,1,serving
36,132,1,serving
37,133,1,serving
37,134,1,serving
38,11,1,serving
38,135,1,serving
38,136,1,serving
38,137,1,serving
39,27,7,c
39,138,7,lb
39,139,2,c
40,13,1,tbsp
40,15,3,lb
40,27,1,tbsp
40,36,1,serving
40,38,2,medium
40,94,1,serving
40,126,4,medium
40,127,1,serving
40,141,1,serving
40,142,1,serving
40,143,1,serving
40,144,1,serving
40,145,1,tbsp
41,4,2,tbsp
41,27,1,serving
41,28,1,serving
41,30,1,c
42,27,3,tbsp
42,29,2,c
42,30,5,c
42,31,1,tsp
42,111,1,serving
42,146,4,tsp
43,52,1,serving
43,147,2,tbsp
43,149,1,serving
43,150,1,can
44,3,1,serving
44,4,1,serving
44,82,1,serving
44,151,1,box
45,27,1,c
45,30,1,c
45,82,1,serving
45,153,1,can
46,27,1,tbsp
46,30,1,serving
46,154,1,serving
47,15,1,cubed
47,60,1,serving
47,71,1,serving
47,102,1,serving
47,156,1,serving
47,157,1,can
47,158,1,serving
48,2,1,tsp
48,30,1,serving
48,159,1,serving
48,160,1,serving
49,27,1,tsp
49,36,1,serving
49,37,2,c
49,105,1,serving
49,161,1,serving
49,162,1,serving
50,1,1,c
50,7,1,serving
50,8,1,can
50,60,1,grated
50,163,1,can
50,164,1,can
50,165,1,can
50,166,1,pkg
51,27,2,tsp
51,60,1,serving
51,61,1,serving
51,75,1,tbsp
51,102,1,tsp
51,167,1,serving
51,168,1,serving
52,13,2,tsp
52,36,1,serving
52,60,1,serving
52,61,1,serving
52,97,1,serving
52,169,2,lb
52,170,1,tbsp
52,171,1,tsp
52,172,1,serving
53,27,1,c
53,173,1,can
53,174,1,can
53,175,1,can
54,9,0,oz
54,34,1,serving
54,147,1,stick
54,176,1,serving
54,177,1,serving
55,56,1,lb
55,60,1,serving
55,158,1,c
55,178,1,can
55,179,1,serving
56,60,1,serving
56,157,1,can
56,167,1,small
56,180,1,tsp
56,181,1,can
57,28,1,serving
57,39,1,tbsp
57,74,2,tbsp
57,180,1,tsp
58,11,1,serving
58,24,1,c
58,55,1,serving
58,59,1,serving
58,61,1,serving
58,72,1,serving
58,182,1,c
58,184,1,serving
59,2,1,serving
59,4,1,serving
59,185,2,c
60,2,1,tsp
60,43,2,cans
60,45,1,serving
60,187,1,lb
60,188,2,cans
60,189,1,tsp
61,3,1,serving
61,11,1,serving
61,20,1,lb
61,82,1,serving
61,152,1,stick
61,190,1,serving
62,42,1,serving
62,77,1,serving
63,4,1,serving
63,8,1,can
63,15,1,serving
63,157,1,can
63,163,1,can
63,191,1,serving
64,3,1,serving
64,11,1,serving
64,42,1,serving
64,43,1,serving
65,2,1,serving
65,4,2,tbsp
65,11,1,serving
65,18,2,tbsp
66,2,1,tsp
66,113,4,medium
67,11,12,oz
67,76,2,pkg
68,147,1,stick
69,1,1,c
69,2,1,tsp
69,30,1,serving
69,37,1,serving
69,82,1,serving
70,0,1,c
70,3,1,c
70,13,1,tsp
70,27,1,serving
70,30,3,c
70,31,2,tsp
70,73,2,c
70,79,2,tbsp
70,81,1,tsp
70,195,3,medium
70,196,2,c
70,197,1,tsp
70,198,1,tsp
71,4,1,serving
71,9,0,oz
71,24,1,serving
71,60,1,serving
71,126,1,serving
71,163,1,can
71,199,1,serving
72,4,1,serving
72,200,1,serving
73,2,1,tsp
73,3,1,serving
73,202,1,serving
74,13,1,serving
74,30,1,c
74,81,1,tsp
74,152,1,stick
74,195,1,serving
75,24,1,serving
75,204,2,c
75,205,1,lb
76,13,1,serving
76,14,1,serving
76,15,1,serving
76,163,1,can
76,191,2,c
76,206,1,can
77,0,2,tbsp
77,4,2,tbsp
77,13,1,tsp
77,37,1,c
77,38,2,chopped
77,56,1,lb
77,63,2,tbsp
77,75,2,tbsp
77,207,1,c
78,26,1,serving
78,28,1,serving
78,66,1,tbsp
78,208,1,serving
79,0,1,c
79,81,1,serving
79,210,1,tsp
79,211,1,tsp
80,15,1,serving
80,87,1,serving
80,212,1,tbsp
80,213,2,tsp
80,214,2,tbsp
80,215,1,serving
80,216,1,serving
81,1,1,serving
81,40,1,serving
81,82,1,serving
81,217,1,serving
81,218,1,serving
81,219,1,serving
81,220,1,serving
81,221,6,pieces
82,27,1,c
82,222,1,serving
82,223,1,medium
82,224,1,serving
82,225,1,serving
83,156,1,serving
83,161,1,serving
83,191,1,serving
83,226,1,can
84,11,1,serving
84,27,2,tbsp
84,42,1,serving
84,147,2,tbsp
84,227,1,serving
84,228,1,serving
84,229,1,c
85,88,3,cloves
85,230,2,lb
85,231,1,serving
85,232,1,serving
86,20,1,serving
86,27,2,tbsp
86,28,1,serving
86,41,1,serving
87,2,1,tbsp
87,3,1,serving
87,147,1,lb
87,194,1,c
87,233,4,lb
87,234,1,lb
88,4,1,stick
88,9,1,pt
88,13,1,serving
88,15,2,cans
88,38,1,serving
88,168,1,serving
88,235,3,lb
88,236,1,serving
89,11,2,pkg
89,13,1,serving
89,24,1,serving
89,39,2,tsp
89,60,1,serving
89,61,1,serving
89,63,1,tsp
89,237,1,serving
89,238,1,serving
90,1,1,serving
90,11,1,serving
90,42,1,serving
90,239,1,serving
90,240,1,serving
91,2,1,serving
91,13,1,serving
91,27,3,c
91,30,1,serving
91,82,1,serving
91,147,2,sticks
91,241,1,c
92,0,1,c
92,1,2,tbsp
92,81,1,serving
92,221,1,serving
92,242,1,serving
93,150,1,serving
93,158,1,serving
93,163,1,can
93,243,1,serving
94,24,1,serving
94,60,1,diced
94,181,1,can
94,244,1,can
95,13,1,tsp
95,41,1,tbsp
95,56,1,lb
95,245,1,serving
96,0,1,serving
96,15,1,serving
96,42,8,oz
96,61,1,c
96,66,2,tbsp
96,75,2,tbsp
96,79,2,tbsp
96,87,1,tbsp
96,247,2,c
97,249,10,juicy
97,250,1,c
97,252,1,c
98,18,1,serving
98,27,1,c
98,28,1,serving
99,1,1,serving
99,45,1,c
99,82,1,serving
99,147,1,serving
99,151,1,box
100,13,1,tsp
100,27,1,tbsp
100,28,1,serving
100,29,1,c
100,30,1,c
100,31,1,tsp
100,147,3,tbsp
101,13,1,serving
101,60,1,serving
101,82,1,serving
101,88,1,serving
101,253,1,medium
101,254,2,c
101,255,1,c
101,256,1,serving
102,0,1,tbsp
102,4,2,tbsp
102,75,1,tbsp
102,195,1,serving
102,258,1,c
103,13,2,tsp
103,25,6,slices
103,30,3,tbsp
103,37,1,c
103,72,1,serving
103,126,4,lb
103,259,1,c
104,4,2,tbsp
104,6,3,c
104,13,1,serving
104,36,1,serving
104,38,2,medium
104,56,1,lb
104,102,1,c
104,126,1,serving
104,168,1,serving
104,219,1,serving
104,260,1,c
104,261,1,serving
105,27,2,c
105,81,2,tsp
105,263,1,tsp
106,179,1,serving
106,265,1,can
106,266,1,lb
106,267,1,serving
107,27,1,c
107,82,1,serving
107,146,1,tsp
108,224,1,serving
108,268,1,serving
108,269,1,serving
108,272,1,serving
109,39,1,tsp
109,60,1,c
109,106,1,serving
109,109,1,serving
109,144,1,c
109,165,1,serving
109,175,1,c
109,214,2,tbsp
109,273,1,serving
109,275,1,tsp
110,0,2,c
110,51,1,tsp
110,82,1,serving
110,170,1,c
110,276,1,serving
111,15,1,serving
111,60,1,serving
111,87,1,serving
111,102,1,serving
111,143,1,serving
111,277,1,can
111,278,1,can
111,279,1,c
112,11,1,serving
112,39,1,serving
112,60,1,serving
112,280,1,serving
112,281,1,tbsp
112,282,1,serving
113,11,0,oz
113,72,1,serving
113,183,1,serving
113,283,1,jar
114,1,1,serving
114,13,1,serving
114,15,1,serving
114,72,1,serving
114,168,1,serving
114,284,1,serving
114,285,1,serving
114,286,1,serving
114,287,1,serving
115,26,1,serving
115,36,2,medium
115,37,2,tbsp
115,88,2,cloves
115,131,1,serving
115,147,1,tbsp
115,218,2,c
115,253,3,medium
115,288,1,serving
116,9,1,c
116,11,1,serving
116,13,2,tsp
116,27,2,tsp
116,36,1,serving
116,72,1,serving
116,79,1,tsp
116,88,1,serving
116,105,1,serving
116,289,1,lb
116,290,1,serving
116,291,1,c
117,63,1,tsp
117,102,1,serving
117,118,1,c
117,155,1,serving
117,292,1,serving
117,293,1,serving
117,294,1,c
117,295,1,serving
118,2,1,tsp
118,13,1,serving
118,75,1,tbsp
118,82,1,serving
118,147,1,stick
118,296,1,tbsp
119,246,1,serving
119,253,2,small
119,297,1,lb
119,298,1,large
119,299,1,serving
120,13,1,tsp
120,27,3,tbsp
120,60,1,large
120,300,1,serving
120,302,1,serving
121,8,1,serving
121,15,1,serving
121,36,1,serving
121,163,1,serving
121,303,1,serving
121,304,1,serving
121,305,1,tbsp
122,6,1,serving
122,11,0,oz
122,39,1,tsp
122,237,1,serving
122,306,1,serving
122,309,1,serving
123,42,1,serving
123,52,1,serving
123,311,1,serving
124,28,1,serving
124,146,2,tsp
124,312,1,c
125,1,3,c
125,11,1,serving
125,20,1,c
125,30,1,c
125,45,1,serving
125,147,1,stick
125,313,1,serving
126,27,1,tsp
126,30,1,serving
126,37,1,c
126,82,4,large
127,13,1,serving
127,33,1,can
127,35,1,serving
127,60,1,serving
127,82,1,serving
128,0,1,serving
128,13,1,serving
128,56,2,lb
128,60,1,serving
128,106,1,serving
128,109,1,serving
128,175,1,serving
128,274,1,c
128,314,1,serving
128,315,2,cans
128,316,1,serving
128,317,1,tsp
129,66,7,tbsp
129,228,1,serving
129,318,1,serving
129,319,46,oz
130,11,1,serving
130,83,1,serving
130,293,1,serving
131,156,1,serving
131,161,1,serving
131,191,1,serving
131,321,1,can
131,322,1,serving
132,74,1,c
132,323,1,serving
132,324,1,jar
133,13,1,serving
133,39,2,tbsp
133,100,1,qt
133,145,1,tsp
133,325,1,qt
133,326,1,serving
134,13,1,serving
134,27,1,c
134,30,2,tbsp
134,81,1,tsp
134,195,1,serving
135,13,1,serving
135,27,2,tbsp
135,39,3,tbsp
135,106,1,tbsp
135,273,1,lb
135,274,1,c
136,4,1,serving
136,27,3,c
136,30,3,c
136,82,1,serving
136,327,3,tbsp
136,328,1,serving
137,11,1,serving
137,39,1,tbsp
137,60,1,serving
137,181,1,can
137,329,1,serving
137,331,3,tbsp
138,2,1,tsp
138,27,2,c
138,30,1,serving
138,50,1,c
138,159,1,serving
138,194,3,tbsp
138,332,1,serving
139,8,1,can
139,56,2,lb
139,60,1,chopped
139,157,1,can
139,163,1,can
139,246,1,chopped
139,291,1,serving
139,333,1,serving
140,37,1,c
140,334,1,serving
140,335,4,c
140,336,1,serving
141,1,1,serving
141,11,8,oz
141,46,1,serving
141,147,1,serving
141,185,2,c
141,337,1,c
141,338,1,jar
142,9,1,c
142,60,1,serving
143,41,1,tbsp
143,60,1,serving
143,82,1,serving
143,340,5,oz
143,341,1,serving
143,342,6,oz
144,60,1,medium
144,93,1,tsp
144,94,1,can
144,102,1,serving
144,109,1,serving
144,127,1,serving
144,168,1,serving
144,326,1,large
144,343,1,serving
144,344,1,serving
144,346,1,c
145,2,1,tsp
145,13,1,serving
145,27,2,c
145,30,2,c
145,37,1,c
145,82,1,serving
145,152,2,sticks
145,193,1,tsp
146,1,1,serving
146,3,1,serving
146,107,6,oz
146,347,1,serving
147,0,1,serving
147,1,1,serving
147,27,1,c
148,45,1,serving
148,200,1,serving
148,348,1,serving
149,1,6,tbsp
149,4,6,tbsp
150,1,1,serving
150,81,1,tsp
150,82,1,serving
150,350,1,serving
150,351,1,serving
150,352,1,serving
151,82,5,large
151,354,1,serving
152,2,1,tsp
152,21,1,c
152,355,1,serving
153,24,1,serving
153,38,1,serving
153,165,1,serving
153,309,1,serving
153,356,1,serving
153,357,1,serving
154,9,1,c
154,24,1,c
154,57,1,pkg
154,72,1,serving
154,74,3,tbsp
154,109,1,serving
154,182,1,c
154,358,1,serving
155,13,2,tbsp
155,27,1,c
155,37,4,c
155,82,1,serving
155,359,1,serving
156,8,1,can
156,15,2,c
156,30,1,serving
156,60,1,chopped
156,143,1,can
156,208,3,c
157,15,3,c
157,72,1,serving
157,92,1,serving
157,131,1,serving
157,219,1,serving
157,360,2,t
157,361,1,c
157,362,4,oz
158,38,2,medium
158,61,1,serving
158,88,8,cloves
158,92,1,tsp
158,171,1,serving
158,231,1,serving
158,262,1,tsp
158,326,1,serving
158,363,1,large
158,367,1,serving
159,45,1,serving
159,48,1,c
159,82,1,serving
159,368,1,box
159,369,1,c
159,370,1,pkg
159,371,1,serving
160,27,2,c
160,30,1,serving
160,41,1,c
160,82,1,serving
160,210,2,tsp
160,228,1,serving
161,48,1,qt
161,50,1,c
161,196,3,c
161,372,1,qt
161,373,1,serving
161,374,6,oz
162,4,2,sticks
162,27,2,c
162,82,1,serving
162,197,1,serving
162,375,1,serving
163,27,2,c
163,30,1,serving
163,82,1,serving
163,112,1,c
163,376,1,tsp
163,377,1,tbsp
164,2,2,tsp
164,30,1,serving
164,42,1,serving
164,45,1,serving
164,82,3,large
164,86,1,c
164,168,1,serving
164,193,2,tsp
164,378,1,tsp
165,4,1,serving
165,7,1,serving
165,156,1,serving
165,161,1,serving
165,379,1,serving
165,380,1,serving
166,13,1,tsp
166,27,1,tsp
166,30,1,tbsp
166,36,1,serving
166,60,1,serving
166,61,1,serving
166,382,2,tbsp
166,383,1,serving
166,384,1,serving
167,3,1,serving
167,4,1,stick
167,27,1,c
167,77,1,serving
167,82,1,serving
168,13,1,serving
168,106,1,serving
168,204,1,serving
168,386,1,serving
169,8,1,can
169,9,1,pt
169,60,1,serving
169,147,1,serving
169,387,1,serving
169,388,2,c
170,1,1,c
170,27,2,tbsp
170,28,1,serving
170,30,3,c
171,182,1,serving
171,254,1,serving
171,389,1,lb
171,390,1,pkg
172,13,1,serving
172,25,8,strips
172,38,1,serving
172,282,1,serving
172,391,4,lb
172,392,1,serving
173,1,2,c
173,2,1,tsp
173,4,1,serving
173,30,1,serving
173,82,1,serving
174,13,1,serving
174,30,1,serving
174,56,1,serving
175,1,1,c
175,4,3,tbsp
175,27,2,tbsp
175,28,1,serving
175,30,1,serving
175,146,2,tsp
176,2,1,tsp
176,28,1,serving
176,45,1,serving
177,56,1,lb
177,82,1,serving
177,156,1,serving
177,182,1,serving
177,395,1,serving
178,3,1,serving
178,43,1,serving
178,107,2,c
178,397,1,serving
179,13,1,serving
179,28,1,beaten
179,60,1,small
179,71,1,serving
180,3,1,serving
180,13,1,tsp
180,27,1,c
180,30,1,serving
180,82,1,serving
180,107,1,serving
180,399,1,serving
180,400,1,serving
181,8,1,can
181,37,1,serving
181,41,2,tbsp
181,60,1,serving
181,102,1,serving
181,163,1,can
181,179,1,serving
181,191,1,serving
181,273,1,lb
182,4,1,lb
182,27,1,serving
182,293,1,serving
182,401,1,serving
183,13,1,serving
183,28,1,serving
183,56,1,lb
183,60,1,serving
183,90,4,large
184,82,1,serving
184,151,1,box
185,28,1,serving
185,30,1,serving
186,1,2,c
186,14,1,serving
186,82,1,serving
186,403,2,c
187,0,1,c
187,28,1,serving
187,45,1,serving
187,73,1,c
187,81,1,tsp
187,193,1,tsp
188,30,3,c
188,82,1,serving
189,1,1,serving
189,2,1,tbsp
189,3,1,serving
189,27,4,c
189,52,1,serving
189,404,4,sq
189,405,1,serving
189,406,1,serving
190,3,1,serving
190,21,1,serving
190,27,1,c
190,82,1,serving
190,407,1,c
191,4,1,serving
191,233,2,tbsp
192,2,1,tsp
192,3,1,serving
192,27,1,c
192,82,1,serving
192,354,1,serving
193,1,4,c
193,11,1,serving
193,30,1,c
193,37,1,c
193,82,1,serving
193,147,1,stick
193,153,1,serving
193,409,3,pkg
194,410,1,c
194,412,1,c
195,2,2,tbsp
195,4,1,c
195,18,5,c
195,20,1,serving
195,194,1,c
196,131,1,serving
196,220,4,tsp
196,221,1,serving
196,262,1,serving
196,365,1,serving
197,42,1,serving
197,52,1,serving
197,63,2,tsp
197,66,1,tbsp
197,77,1,serving
197,195,1,serving
197,252,2,tsp
197,413,1,serving
197,414,2,c
197,415,1,serving
198,4,1,tbsp
198,13,1,serving
198,27,1,c
198,66,3,tbsp
198,81,1,serving
198,415,1,qt
199,1,2,c
199,27,2,c
199,66,2,tbsp
199,82,1,serving
199,378,1,serving
199,416,1,serving
200,13,1,serving
200,15,5,c
200,30,3,tbsp
200,37,2,tbsp
200,82,3,boiled
200,208,5,c
201,13,1,tsp
201,37,1,c
201,60,1,serving
201,106,1,serving
201,207,1,c
201,259,2,tbsp
201,330,1,serving
201,417,4,lb
202,37,1,c
202,77,2,large
202,249,1,serving
202,252,1,serving
202,415,1,serving
202,418,3,tbsp
202,419,1,serving
202,420,1,serving
203,27,2,tbsp
203,28,1,serving
203,29,1,c
203,30,1,c
203,193,2,tsp
203,421,1,c
204,88,2,minced
204,106,1,serving
204,248,1,tsp
204,262,1,tsp
204,423,1,serving
205,36,1,serving
205,37,4,c
205,41,1,tbsp
205,66,3,tsp
205,88,1,serving
205,122,1,serving
205,165,1,serving
205,425,2,lb
206,28,1,serving
206,30,1,serving
206,37,1,serving
206,111,1,serving
207,0,1,serving
207,1,1,tbsp
207,2,2,tbsp
207,13,1,tsp
207,27,1,serving
207,28,1,serving
207,86,1,c
207,95,1,serving
207,193,3,tsp
207,199,1,c
207,401,1,serving
208,37,2,tbsp
208,60,1,serving
208,63,2,tbsp
208,214,1,tbsp
208,219,1,serving
208,282,1,tsp
208,366,1,tbsp
208,426,1,tbsp
209,42,1,serving
209,52,1,serving
209,77,1,serving
209,427,1,serving
209,428,1,serving
210,2,2,tsp
210,4,3,tbsp
210,66,4,tbsp
210,77,2,sliced
210,159,1,serving
211,13,1,tsp
211,14,1,serving
211,38,1,serving
211,63,2,tsp
211,158,1,serving
212,11,1,serving
212,63,4,tbsp
212,82,1,serving
213,27,1,c
213,81,1,tsp
213,82,1,serving
213,146,1,tsp
213,168,1,serving
213,193,1,tsp
214,37,6,c
214,48,1,qt
214,399,1,serving
214,429,1,serving
214,430,1,serving
214,431,1,serving
215,60,1,serving
215,74,1,serving
215,432,1,can
215,433,1,serving
216,17,2,c
216,28,1,beaten
216,39,1,tsp
216,56,1,lb
216,60,1,serving
216,63,1,tsp
216,150,1,serving
217,27,2,c
217,30,2,c
217,31,2,tsp
217,41,1,c
217,81,2,tsp
217,82,1,serving
217,146,2,tsp
217,197,1,tsp
217,228,1,serving
217,351,2,c
218,4,2,sticks
218,24,1,serving
218,30,2,tbsp
218,233,1,serving
219,109,1,serving
219,110,1,serving
219,267,1,lb
220,1,3,c
220,4,1,stick
220,11,1,serving
220,20,1,c
220,27,1,tbsp
220,30,1,c
220,45,1,serving
220,434,2,pkg
221,1,1,serving
221,56,1,lb
221,60,1,serving
221,158,1,serving
221,163,1,can
221,398,1,can
221,435,1,serving
222,2,1,tsp
222,3,1,serving
222,9,1,c
222,27,1,c
222,30,2,c
222,81,1,tsp
222,82,1,serving
222,193,1,tsp
223,81,2,tsp
223,82,1,serving
223,193,1,tsp
223,385,2,tsp
224,36,1,serving
224,38,1,serving
224,61,1,serving
224,287,1,serving
224,300,1,serving
224,304,1,lb
224,392,1,serving
225,13,1,tsp
225,37,1,serving
225,60,1,serving
225,61,1,serving
225,82,1,serving
225,178,2,cans
225,221,1,serving
225,317,1,tsp
225,437,1,lb
226,9,1,c
226,60,1,medium
226,71,1,serving
226,82,2,whole
226,202,1,serving
226,438,1,serving
227,28,1,serving
227,30,1,serving
227,41,1,serving
227,63,1,tsp
227,86,1,tbsp
227,439,2,large
227,440,1,serving
228,13,1,serving
228,441,1,c
229,1,1,serving
229,28,1,serving
229,60,1,serving
229,180,1,tsp
229,267,1,serving
229,274,1,tbsp
229,442,1,c
230,2,1,tsp
230,3,1,serving
230,43,1,serving
230,406,1,serving
231,56,1,lb
231,75,2,tsp
231,106,1,serving
231,147,2,tbsp
231,175,1,serving
231,207,1,c
231,245,1,serving
231,443,1,pkg
232,0,1,c
232,13,1,serving
232,28,1,serving
232,30,1,c
232,193,1,tsp
233,396,2,c
233,445,6,oz
234,4,1,tbsp
234,24,1,serving
234,36,1,serving
234,56,1,lb
234,60,1,serving
234,61,1,serving
234,92,1,serving
234,131,1,serving
234,309,1,serving
234,380,1,serving
234,446,1,serving
235,2,1,tsp
235,4,1,stick
235,27,1,serving
235,447,1,serving
235,448,1,tsp
236,37,1,serving
236,67,1,serving
236,409,1,serving
236,449,1,serving
237,2,1,tsp
237,4,1,stick
237,11,0,oz
237,20,1,box
237,82,1,serving
237,450,1,serving
238,1,1,serving
238,4,1,tbsp
238,13,1,tsp
238,27,3,tbsp
238,30,1,tbsp
238,82,1,serving
238,176,1,serving
239,30,4,c
239,81,1,tsp
239,82,1,serving
239,146,2,tsp
239,147,1,serving
239,193,1,tsp
239,214,1,serving
239,451,1,serving
240,37,1,qt
240,72,1,serving
240,88,2,cloves
240,89,1,serving
240,317,5,tsp
240,452,1,lb
240,453,2,c
240,454,1,doz
241,13,1,serving
241,15,1,serving
241,38,1,serving
241,88,1,serving
241,92,1,serving
241,94,12,oz
241,246,2,tbsp
241,253,1,serving
241,310,1,serving
242,24,1,serving
242,27,1,c
242,30,6,tbsp
242,35,1,serving
242,42,1,serving
242,147,1,stick
243,15,0,lb
243,36,1,can
243,37,3,c
243,60,1,serving
243,126,1,serving
243,141,1,can
243,455,1,serving
244,3,1,serving
244,11,1,serving
244,35,1,serving
244,63,1,tsp
244,72,1,serving
244,74,2,tbsp
244,183,1,serving
244,456,1,serving
244,457,1,small
245,27,1,c
245,60,1,large
245,168,2,lb
245,178,1,serving
246,2,2,tsp
246,13,1,tsp
246,27,2,c
246,30,3,c
246,79,1,c
246,82,1,serving
246,146,2,tsp
246,458,3,c
247,4,1,stick
247,9,8,oz
247,60,1,serving
247,163,1,can
247,236,1,serving
248,1,1,serving
248,450,1,serving
248,459,1,serving
249,27,1,tsp
249,28,1,serving
249,30,1,serving
249,37,1,serving
249,75,1,tbsp
250,2,2,tsp
250,27,2,c
250,82,1,serving
250,347,1,c
251,156,1,serving
251,460,1,lb
251,461,1,serving
252,0,1,serving
252,4,2,sticks
252,21,1,serving
252,462,1,serving
253,27,1,serving
253,38,2,small
253,71,1,serving
253,168,2,medium
253,463,1,serving
254,1,1,serving
254,82,1,serving
254,465,4,oz
254,466,1,serving
255,13,1,serving
256,11,1,pkg
256,312,1,serving
257,11,1,serving
257,60,1,serving
257,280,1,serving
258,42,1,serving
258,45,1,serving
258,81,1,serving
258,82,1,serving
258,221,3,slices
259,2,1,serving
259,13,1,serving
259,27,1,tsp
259,196,4,tsp
259,411,1,c
260,2,1,tsp
260,27,2,c
260,45,1,serving
260,82,1,serving
260,147,2,sticks
260,194,2,tbsp
261,14,1,serving
261,60,1,serving
261,71,1,c
261,82,1,serving
261,171,1,serving
261,365,1,serving
261,469,1,serving
262,60,1,serving
262,82,1,serving
262,87,2,tbsp
262,88,1,serving
262,168,1,serving
262,208,7,c
262,294,1,serving
262,471,2,tbsp
262,472,1,serving
262,473,1,lb
262,474,1,serving
262,475,6,oz
263,115,1,serving
263,214,2,tbsp
263,312,1,serving
263,478,1,serving
264,2,1,tsp
264,11,1,serving
264,43,1,can
264,479,1,serving
264,480,1,can
265,13,1,tsp
265,38,3,medium
265,109,1,serving
265,122,3,tbsp
265,180,1,tsp
265,245,1,serving
265,382,4,tbsp
265,481,1,serving
266,13,2,tsp
266,27,3,c
266,81,1,tsp
266,82,1,serving
266,146,1,tsp
266,170,1,c
266,193,1,tsp
266,197,1,tsp
266,198,1,tsp
266,351,1,serving
267,61,2,tbsp
267,82,1,serving
267,87,2,tbsp
267,156,1,serving
267,170,2,tbsp
267,191,1,serving
268,1,1,c
268,2,1,serving
268,30,1,serving
268,82,1,serving
268,152,4,tbsp
269,13,1,serving
269,88,2,cloves
269,282,1,serving
269,482,1,serving
270,30,1,tbsp
270,42,1,serving
270,222,3,c
271,11,1,serving
271,19,2,c
271,27,1,c
271,147,1,stick
271,415,2,c
271,483,2,pkg
271,484,1,c
272,4,3,tbsp
272,28,1,serving
272,30,1,serving
272,336,1,serving
272,485,1,c
272,486,1,tsp
272,488,1,serving
273,4,2,tbsp
273,489,1,serving
273,490,1,serving
273,491,1,serving
273,492,1,serving
274,2,2,tsp
274,11,1,serving
274,27,1,c
274,42,1,serving
274,50,1,c
274,63,3,tbsp
274,493,1,pkg
274,494,2,pkg
275,2,1,tsp
275,495,1,serving
276,27,2,c
276,30,1,serving
276,41,1,c
276,45,1,c
276,81,1,tsp
276,82,1,serving
276,210,1,tsp
276,498,1,serving
277,2,1,tbsp
277,27,3,c
277,82,4,beaten
277,147,2,sticks
277,499,1,c
278,83,1,serving
278,152,1,stick
278,500,1,serving
279,1,1,serving
